timestamp,twelvedata,finage,yahoo_finance
1631384890,104.99000,104.99,106.15
1631384957,104.99000,104.99,106.15
1631385022,104.99000,104.99,106.15
1631385086,104.99000,104.99,106.15
1631385150,104.99000,104.99,106.15
1631385214,104.99000,104.99,106.15
1631385279,104.99000,104.99,106.15
1631385343,104.99000,104.99,106.15
1631385407,104.99000,104.99,106.15
1631385471,104.99000,104.99,106.15
1631385535,104.99000,104.99,106.15
1631385599,104.99000,104.99,106.15
1631385664,104.99000,104.99,106.15
1631385728,104.99000,104.99,106.15
1631385792,104.99000,104.99,106.15
1631385856,104.99000,104.99,106.15
1631385920,104.99000,104.99,106.15
1631385984,104.99000,104.99,106.15
1631386048,104.99000,104.99,106.15
1631386112,104.99000,104.99,106.15
1631386176,104.99000,104.99,106.15
1631386240,104.99000,104.99,106.15
1631386305,104.99000,104.99,106.15
1631386369,104.99000,104.99,106.15
1631386433,104.99000,104.99,106.15
1631386497,104.99000,104.99,106.15
1631386561,104.99000,104.99,106.15
1631386625,104.99000,104.99,106.15
1631386690,104.99000,104.99,106.15
1631386754,104.99000,104.99,106.15
1631386818,104.99000,104.99,106.15
1631386882,104.99000,104.99,106.15
1631386946,104.99000,104.99,106.15
1631387010,104.99000,104.99,106.15
1631387074,104.99000,104.99,106.15
1631387138,104.99000,104.99,106.15
1631387203,104.99000,104.99,106.15
1631387268,104.99000,104.99,106.15
1631387332,104.99000,104.99,106.15
1631387396,104.99000,104.99,106.15
1631387460,104.99000,104.99,106.15
1631387524,104.99000,104.99,106.15
1631387588,104.99000,104.99,106.15
1631387653,104.99000,104.99,106.15
1631387717,104.99000,104.99,106.15
1631387782,104.99000,104.99,106.15
1631387846,104.99000,104.99,106.15
1631387910,104.99000,104.99,106.15
1631387975,104.99000,104.99,106.15
1631388041,104.99000,104.99,106.15
1631388106,104.99000,104.99,106.15
1631388171,104.99000,104.99,106.15
1631388235,104.99000,104.99,106.15
1631388300,104.99000,104.99,106.15
1631388364,104.99000,104.99,106.15
1631388429,104.99000,104.99,106.15
1631388493,104.99000,104.99,106.15
1631388557,104.99000,104.99,106.15
1631388622,104.99000,104.99,106.15
1631388686,104.99000,104.99,106.15
1631388750,104.99000,104.99,106.15
1631388814,104.99000,104.99,106.15
1631388879,104.99000,104.99,106.15
1631388943,104.99000,104.99,106.15
1631389007,104.99000,104.99,106.15
1631389072,104.99000,104.99,106.15
1631389136,104.99000,104.99,106.15
1631389201,104.99000,104.99,106.15
1631389265,104.99000,104.99,106.15
1631389330,104.99000,104.99,106.15
1631389394,104.99000,104.99,106.15
1631389458,104.99000,104.99,106.15
1631389522,104.99000,104.99,106.15
1631389587,104.99000,104.99,106.15
1631389651,104.99000,104.99,106.15
1631389716,104.99000,104.99,106.15
1631389780,104.99000,104.99,106.15
1631389844,104.99000,104.99,106.15
1631389908,104.99000,104.99,106.15
1631389973,104.99000,104.99,106.15
1631390037,104.99000,104.99,106.15
1631390101,104.99000,104.99,106.15
1631390166,104.99000,104.99,106.15
1631390230,104.99000,104.99,106.15
1631390294,104.99000,104.99,106.15
1631390359,104.99000,104.99,106.15
1631390423,104.99000,104.99,106.15
1631390488,104.99000,104.99,106.15
1631390552,104.99000,104.99,106.15
1631390616,104.99000,104.99,106.15
1631390681,104.99000,104.99,106.15
1631390745,104.99000,104.99,106.15
1631390809,104.99000,104.99,106.15
1631390873,104.99000,104.99,106.15
1631390937,104.99000,104.99,106.15
1631391001,104.99000,104.99,106.15
1631391066,104.99000,104.99,106.15
1631391130,104.99000,104.99,106.15
1631391194,104.99000,104.99,106.15
1631391259,104.99000,104.99,106.15
1631391323,104.99000,104.99,106.15
1631391387,104.99000,104.99,106.15
1631391451,104.99000,104.99,106.15
1631391515,104.99000,104.99,106.15
1631391580,104.99000,104.99,106.15
1631391645,104.99000,104.99,106.15
1631391709,104.99000,104.99,106.15
1631391773,104.99000,104.99,106.15
1631391837,104.99000,104.99,106.15
1631391901,104.99000,104.99,106.15
1631391965,104.99000,104.99,106.15
1631392029,104.99000,104.99,106.15
1631392094,104.99000,104.99,106.15
1631392165,104.99000,104.99,106.15
1631392229,104.99000,104.99,106.15
1631392293,104.99000,104.99,106.15
1631392358,104.99000,104.99,106.15
1631392422,104.99000,104.99,106.15
1631392486,104.99000,104.99,106.15
1631392551,104.99000,104.99,106.15
1631392615,104.99000,104.99,106.15
1631392679,104.99000,104.99,106.15
1631392743,104.99000,104.99,106.15
1631392809,104.99000,104.99,106.15
1631392873,104.99000,104.99,106.15
1631392937,104.99000,104.99,106.15
1631393001,104.99000,104.99,106.15
1631393066,104.99000,104.99,106.15
1631393131,104.99000,104.99,106.15
1631393200,104.99000,104.99,106.15
1631393264,104.99000,104.99,106.15
1631393329,104.99000,104.99,106.15
1631393394,104.99000,104.99,106.15
1631393458,104.99000,104.99,106.15
1631393522,104.99000,104.99,106.15
1631393587,104.99000,104.99,106.15
1631393651,104.99000,104.99,106.15
1631393715,104.99000,104.99,106.15
1631393779,104.99000,104.99,106.15
1631393843,104.99000,104.99,106.15
1631393907,104.99000,104.99,106.15
1631393973,104.99000,104.99,106.15
1631394037,104.99000,104.99,106.15
1631394101,104.99000,104.99,106.15
1631394166,104.99000,104.99,106.15
1631394230,104.99000,104.99,106.15
1631394294,104.99000,104.99,106.15
1631394359,104.99000,104.99,106.15
1631394423,104.99000,104.99,106.15
1631394489,104.99000,104.99,106.15
1631394554,104.99000,104.99,106.15
1631394623,104.99000,104.99,106.15
1631394688,104.99000,104.99,106.15
1631394752,104.99000,104.99,106.15
1631394816,104.99000,104.99,106.15
1631394880,104.99000,104.99,106.15
1631394944,104.99000,104.99,106.15
1631395009,104.99000,104.99,106.15
1631395073,104.99000,104.99,106.15
1631395137,104.99000,104.99,106.15
1631395202,104.99000,104.99,106.15
1631395272,104.99000,104.99,106.15
1631395336,104.99000,104.99,106.15
1631395401,104.99000,104.99,106.15
1631395467,104.99000,104.99,106.15
1631395531,104.99000,104.99,106.15
1631395595,104.99000,104.99,106.15
1631395659,104.99000,104.99,106.15
1631395723,104.99000,104.99,106.15
1631395787,104.99000,104.99,106.15
1631395851,104.99000,104.99,106.15
1631395915,104.99000,104.99,106.15
1631395979,104.99000,104.99,106.15
1631396044,104.99000,104.99,106.15
1631396108,104.99000,104.99,106.15
1631396172,104.99000,104.99,106.15
1631396237,104.99000,104.99,106.15
1631396302,104.99000,104.99,106.15
1631396366,104.99000,104.99,106.15
1631396431,104.99000,104.99,106.15
1631396495,104.99000,104.99,106.15
1631396559,104.99000,104.99,106.15
1631396624,104.99000,104.99,106.15
1631396688,104.99000,104.99,106.15
1631396752,104.99000,104.99,106.15
1631396817,104.99000,104.99,106.15
1631396881,104.99000,104.99,106.15
1631396946,104.99000,104.99,106.15
1631397010,104.99000,104.99,106.15
1631397075,104.99000,104.99,106.15
1631397139,104.99000,104.99,106.15
1631397202,104.99000,104.99,106.15
1631397267,104.99000,104.99,106.15
1631397331,104.99000,104.99,106.15
1631397395,104.99000,104.99,106.15
1631397459,104.99000,104.99,106.15
1631397523,104.99000,104.99,106.15
1631397587,104.99000,104.99,106.15
1631397651,104.99000,104.99,106.15
1631397715,104.99000,104.99,106.15
1631397779,104.99000,104.99,106.15
1631397844,104.99000,104.99,106.15
1631397908,104.99000,104.99,106.15
1631397972,104.99000,104.99,106.15
1631398037,104.99000,104.99,106.15
1631398101,104.99000,104.99,106.15
1631398165,104.99000,104.99,106.15
1631398229,104.99000,104.99,106.15
1631398293,104.99000,104.99,106.15
1631398357,104.99000,104.99,106.15
1631398421,104.99000,104.99,106.15
1631398485,104.99000,104.99,106.15
1631398549,104.99000,104.99,106.15
1631398613,104.99000,104.99,106.15
1631398677,104.99000,104.99,106.15
1631398741,104.99000,104.99,106.15
1631398806,104.99000,104.99,106.15
1631398870,104.99000,104.99,106.15
1631398934,104.99000,104.99,106.15
1631398998,104.99000,104.99,106.15
1631399062,104.99000,104.99,106.15
1631399126,104.99000,104.99,106.15
1631399190,104.99000,104.99,106.15
1631399254,104.99000,104.99,106.15
1631399318,104.99000,104.99,106.15
1631399382,104.99000,104.99,106.15
1631399446,104.99000,104.99,106.15
1631399510,104.99000,104.99,106.15
1631399574,104.99000,104.99,106.15
1631399638,104.99000,104.99,106.15
1631399702,104.99000,104.99,106.15
1631399766,104.99000,104.99,106.15
1631399830,104.99000,104.99,106.15
1631399894,104.99000,104.99,106.15
1631399959,104.99000,104.99,106.15
1631400023,104.99000,104.99,106.15
1631400088,104.99000,104.99,106.15
1631400152,104.99000,104.99,106.15
1631400215,104.99000,104.99,106.15
1631400285,104.99000,104.99,106.15
1631400349,104.99000,104.99,106.15
1631400413,104.99000,104.99,106.15
1631400477,104.99000,104.99,106.15
1631400542,104.99000,104.99,106.15
1631400606,104.99000,104.99,106.15
1631400670,104.99000,104.99,106.15
1631400734,104.99000,104.99,106.15
1631400798,104.99000,104.99,106.15
1631400863,104.99000,104.99,106.15
1631400926,104.99000,104.99,106.15
1631400990,104.99000,104.99,106.15
1631401055,104.99000,104.99,106.15
1631401119,104.99000,104.99,106.15
1631401183,104.99000,104.99,106.15
1631401247,104.99000,104.99,106.15
1631401311,104.99000,104.99,106.15
1631401375,104.99000,104.99,106.15
1631401439,104.99000,104.99,106.15
1631401503,104.99000,104.99,106.15
1631401567,104.99000,104.99,106.15
1631401631,104.99000,104.99,106.15
1631401695,104.99000,104.99,106.15
1631401759,104.99000,104.99,106.15
1631401824,104.99000,104.99,106.15
1631401887,104.99000,104.99,106.15
1631401951,104.99000,104.99,106.15
1631402015,104.99000,104.99,106.15
1631402079,104.99000,104.99,106.15
1631402144,104.99000,104.99,106.15
1631402208,104.99000,104.99,106.15
1631402272,104.99000,104.99,106.15
1631402336,104.99000,104.99,106.15
1631402400,104.99000,104.99,106.15
1631402464,104.99000,104.99,106.15
1631402528,104.99000,104.99,106.15
1631402592,104.99000,104.99,106.15
1631402657,104.99000,104.99,106.15
1631402720,104.99000,104.99,106.15
1631402784,104.99000,104.99,106.15
1631402848,104.99000,104.99,106.15
1631402912,104.99000,104.99,106.15
1631402976,104.99000,104.99,106.15
1631403040,104.99000,104.99,106.15
1631403104,104.99000,104.99,106.15
1631403169,104.99000,104.99,106.15
